timestamp,direction,entry_price,target_price,exit_price,hit_target,pnl,premium_paid,weekday,hour_bin,is_news_day,event_type,proximity,win,day_type
2024-01-24 19:34:00-05:00,long,425.58,425.77635714285714,425.77635714285714,True,4675.513142857138,1100.843999999999,Wednesday,15:30-16:00,False,,,True,Normal Day
2024-01-25 10:32:00-05:00,short,428.39,427.29946428571424,427.29946428571424,True,7546.315314285763,154.22039999999998,Thursday,10:30-11:29,False,,,True,Normal Day
2024-01-25 13:55:00-05:00,short,425.68,424.44314285714285,424.44314285714285,True,5403.612342857154,153.24479999999997,Thursday,13:30-14:29,False,,,True,Normal Day
2024-01-25 15:04:00-05:00,long,425.7,426.61864285714285,425.8,False,6.1800000000012005,1108.2599999999993,Thursday,14:30-15:29,False,,,True,Normal Day
2024-01-26 05:12:00-05:00,long,423.75,424.17857142857144,424.17857142857144,True,3542.946428571445,635.625,Friday,15:30-16:00,True,PCE,Within 30 minutes,True,News Day
2024-01-26 06:21:00-05:00,long,423.79,424.17214285714294,424.17214285714294,True,3536.4578571429442,635.6850000000001,Friday,15:30-16:00,True,PCE,Within 30 minutes,True,News Day
2024-01-26 09:13:00-05:00,short,424.55,423.7566785714286,423.7566785714286,True,6090.483428571391,152.838,Friday,15:30-16:00,True,PCE,Within 1 hour,True,News Day
2024-01-26 10:17:00-05:00,long,423.7493,425.32244285714285,425.32244285714285,True,4686.818907142846,635.6239500000001,Friday,09:30-10:29,True,PCE,Within 2 hours,True,News Day
2024-01-26 15:20:00-05:00,short,424.49,423.74028571428573,423.74028571428573,True,6106.897885714267,152.81640000000004,Friday,14:30-15:29,True,PCE,Outside 2 hours,True,News Day
2024-01-29 12:19:00-05:00,short,425.15,424.6290357142857,425.31,False,0.05760000000000787,153.054,Monday,11:30-12:29,False,,,True,Normal Day
2024-01-30 05:14:00-05:00,long,428.07,428.2592857142857,428.2592857142857,True,2617.1807142856815,642.105,Tuesday,15:30-16:00,False,,,True,Normal Day
2024-01-30 11:27:00-05:00,long,426.81,427.7409642857143,425.3099,False,-92.70617999999877,1176.8580000000004,Tuesday,10:30-11:29,False,,,False,Normal Day
2024-01-31 09:34:00-05:00,long,421.05,422.4160714285714,418.6713,False,-492.8830500000008,1120.8900000000008,Wednesday,09:30-10:29,True,FOMC,Within 2 hours,False,News Day
2024-01-31 14:32:00-05:00,long,419.67,421.4087857142858,421.4087857142858,True,5373.179714285783,1035.6060000000011,Wednesday,14:30-15:29,True,FOMC,Outside 2 hours,True,News Day
2024-02-01 09:29:00-05:00,short,418.74,418.01553571428576,418.01553571428576,True,6833.717885714239,150.74640000000002,Thursday,15:30-16:00,False,,,True,Normal Day
2024-02-01 13:38:00-05:00,short,419.97,418.52825,420.95,False,151.89479999999995,151.1892,Thursday,13:30-14:29,False,,,True,Normal Day
2024-02-01 17:58:00-05:00,long,425.56,429.68096428571425,425.73,False,10.506000000000995,1099.6080000000002,Thursday,15:30-16:00,False,,,True,Normal Day
2024-02-02 08:31:00-05:00,short,424.36,423.11678571428575,423.3497,False,-0.363708000000031,152.76960000000003,Friday,15:30-16:00,True,NFP,Within 30 minutes,False,News Day
2024-02-02 09:46:00-05:00,long,426.02,428.26760714285706,427.22,False,74.16000000000258,1128.035999999999,Friday,09:30-10:29,True,NFP,Within 2 hours,True,News Day
2024-02-02 11:00:00-05:00,short,426.98,425.7138928571428,428.765,False,207.0924,307.42560000000003,Friday,10:30-11:29,True,NFP,Outside 2 hours,True,News Day
2024-02-05 14:57:00-05:00,short,429.4152,428.7026642857143,428.7026642857143,True,6142.746242285681,154.58947200000003,Monday,14:30-15:29,False,,,True,Normal Day
2024-02-06 06:35:00-05:00,short,428.65,428.2535714285714,428.2535714285714,True,6592.114571428623,154.31399999999996,Tuesday,15:30-16:00,False,,,True,Normal Day
2024-02-06 09:31:00-05:00,short,430.14,429.5653571428571,429.5653571428571,True,5279.792457142876,154.85039999999998,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-02-06 09:48:00-05:00,short,428.7,427.03157142857145,427.03157142857145,True,7814.096571428547,154.332,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-02-07 08:02:00-05:00,short,427.35,425.98214285714283,429.84,False,208.11599999999999,307.692,Wednesday,15:30-16:00,False,,,True,Normal Day
2024-02-07 09:31:00-05:00,short,430.11,429.3921428571429,429.3921428571429,True,5453.017542857085,154.8396,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-02-08 09:21:00-05:00,long,431.88,432.2192857142858,432.2192857142858,True,6029.1017142857745,1190.184,Thursday,15:30-16:00,False,,,True,Normal Day
2024-02-08 09:36:00-05:00,long,432.38,433.3847857142857,432.58,False,12.359999999999445,1221.0839999999996,Thursday,09:30-10:29,False,,,True,Normal Day
2024-02-08 14:07:00-05:00,short,432.59,431.93078571428566,431.93078571428566,True,7913.481885714338,155.73239999999998,Thursday,13:30-14:29,False,,,True,Normal Day
2024-02-08 15:47:00-05:00,short,432.615,432.12082142857145,432.8,False,0.066599999999994,155.7414,Thursday,15:30-16:00,False,,,True,Normal Day
2024-02-12 09:31:00-05:00,long,436.7,437.125,437.125,True,5936.9400000000005,1188.0599999999995,Monday,09:30-10:29,False,,,True,Normal Day
2024-02-13 09:31:00-05:00,long,427.0,428.22139285714286,428.22139285714286,True,7032.792857142858,1188.6,Tuesday,09:30-10:29,True,CPI,Within 2 hours,True,News Day
2024-02-13 14:31:00-05:00,long,427.13,428.29925000000003,425.95,False,-72.92400000000066,1196.6339999999998,Tuesday,14:30-15:29,True,CPI,Outside 2 hours,False,News Day
2024-02-13 19:51:00-05:00,long,428.84,429.09,429.09,True,3446.739999999975,643.2599999999999,Tuesday,15:30-16:00,True,CPI,Outside 2 hours,True,News Day
2024-02-14 09:32:00-05:00,short,431.5,430.67492857142855,430.67492857142855,True,4014.3914285714477,310.68,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-02-14 10:39:00-05:00,short,431.695,430.5365714285714,430.5365714285714,True,4152.608171428608,310.82039999999995,Wednesday,10:30-11:29,False,,,True,Normal Day
2024-02-15 09:36:00-05:00,short,433.53,432.19821428571424,432.19821428571424,True,7645.714914285756,156.07079999999996,Thursday,09:30-10:29,False,,,True,Normal Day
2024-02-15 12:24:00-05:00,long,433.23,433.98282142857147,433.98282142857147,True,3332.976428571469,649.845,Thursday,11:30-12:29,False,,,True,Normal Day
2024-02-16 08:31:00-05:00,short,435.41,434.47457142857144,434.47457142857144,True,5368.680971428564,156.7476,Friday,15:30-16:00,False,,,True,Normal Day
2024-02-20 09:33:00-05:00,short,429.78,428.40592857142855,428.40592857142855,True,6439.350628571453,154.7208,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-02-21 09:31:00-05:00,long,424.29,425.03296428571434,425.03296428571434,True,4011.8422857143414,1021.1220000000012,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-02-21 11:02:00-05:00,long,424.34,425.40971428571424,424.59,False,15.44999999999959,1024.2119999999986,Wednesday,10:30-11:29,False,,,True,Normal Day
2024-02-21 16:25:00-05:00,long,425.76,430.0640714285715,430.0640714285715,True,8952.103428571481,1111.9679999999992,Wednesday,15:30-16:00,False,,,True,Normal Day
2024-02-22 10:46:00-05:00,short,434.86,433.3939642857143,436.0999,False,157.44232799999997,156.5496,Thursday,10:30-11:29,False,,,True,Normal Day
2024-02-23 09:52:00-05:00,short,439.67,438.1974285714286,438.1974285714286,True,6644.290228571411,158.28119999999998,Friday,09:30-10:29,False,,,True,Normal Day
2024-02-23 10:43:00-05:00,short,437.985,436.2849285714286,436.2849285714286,True,8557.396828571376,157.6746,Friday,10:30-11:29,False,,,True,Normal Day
2024-02-23 11:28:00-05:00,long,437.2799,438.6543642857143,437.63,False,21.636180000000195,1223.8978199999997,Friday,10:30-11:29,False,,,True,Normal Day
2024-02-23 12:34:00-05:00,long,437.487,438.86935714285715,438.47,False,60.749400000000605,1236.6966000000011,Friday,12:30-13:29,False,,,True,Normal Day
2024-02-23 14:53:00-05:00,long,437.55,438.4193928571429,437.31,False,-0.36000000000012733,656.325,Friday,14:30-15:29,False,,,False,Normal Day
2024-02-26 10:50:00-05:00,short,437.8,436.8589285714286,438.26,False,0.16559999999998354,157.608,Monday,10:30-11:29,False,,,True,Normal Day
2024-02-26 13:20:00-05:00,short,437.5412,436.72741428571425,436.72741428571425,True,8115.070882285753,157.51483199999998,Monday,12:30-13:29,False,,,True,Normal Day
2024-02-26 15:15:00-05:00,short,437.78,436.9229642857143,436.9229642857143,True,7919.434914285728,157.6008,Monday,14:30-15:29,False,,,True,Normal Day
2024-02-27 09:41:00-05:00,short,436.27,434.6567857142857,437.28,False,0.7271999999999821,314.1144,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-02-27 13:25:00-05:00,short,436.23,435.4746428571429,437.1686,False,0.6757919999999444,314.08560000000006,Tuesday,12:30-13:29,False,,,True,Normal Day
2024-02-28 10:04:00-05:00,long,434.9,436.22564285714276,436.22564285714276,True,5148.82285714276,1076.8199999999986,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-02-28 14:54:00-05:00,long,434.735,435.47092857142854,435.47092857142854,True,4404.305571428544,1066.623000000001,Wednesday,14:30-15:29,False,,,True,Normal Day
2024-02-28 15:55:00-05:00,long,434.78,435.572,433.9,False,-418.5539999999985,1069.4039999999984,Wednesday,15:30-16:00,False,,,False,Normal Day
2024-02-29 10:11:00-05:00,short,437.75,436.17432142857143,437.575,False,-0.06299999999995975,157.58999999999997,Thursday,09:30-10:29,True,PCE,Within 2 hours,False,News Day
2024-02-29 14:01:00-05:00,short,438.22,437.5931428571428,438.4101,False,0.06843599999996286,157.75920000000002,Thursday,13:30-14:29,True,PCE,Outside 2 hours,True,News Day
2024-02-29 15:11:00-05:00,short,438.26,437.58489285714285,438.9,False,0.23040000000000305,157.7736,Thursday,14:30-15:29,True,PCE,Outside 2 hours,True,News Day
2024-03-01 05:16:00-05:00,short,439.42,438.695,438.695,True,6146.808800000007,158.1912,Friday,15:30-16:00,False,,,True,Normal Day
2024-03-04 11:15:00-05:00,long,445.19,445.97025,445.25,False,3.708000000000311,1112.7419999999997,Monday,10:30-11:29,False,,,True,Normal Day
2024-03-04 14:36:00-05:00,long,445.285,445.85275,445.85275,True,4734.137000000013,1118.6130000000014,Monday,14:30-15:29,False,,,True,Normal Day
2024-03-06 09:35:00-05:00,short,440.11,439.07128571428575,439.07128571428575,True,5770.27468571425,158.43959999999998,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-03-06 13:34:00-05:00,short,439.76,438.3771071428571,438.3771071428571,True,6464.579257142915,158.3136,Wednesday,13:30-14:29,False,,,True,Normal Day
2024-03-08 07:15:00-05:00,short,445.34,444.9042857142857,444.9042857142857,True,4935.39188571428,160.3224,Friday,15:30-16:00,True,NFP,Within 30 minutes,True,News Day
2024-03-08 08:31:00-05:00,long,445.99,447.6464285714286,445.78,False,-12.978000000001884,1162.1820000000002,Friday,15:30-16:00,True,NFP,Within 30 minutes,False,News Day
2024-03-08 09:38:00-05:00,short,445.15,442.66067857142855,447.35,False,161.838,160.254,Friday,09:30-10:29,True,NFP,Within 2 hours,True,News Day
2024-03-08 10:46:00-05:00,short,446.59,444.2845,444.2845,True,5393.95520000002,321.54479999999995,Friday,10:30-11:29,True,NFP,Outside 2 hours,True,News Day
2024-03-11 10:30:00-04:00,long,436.4,438.13203571428573,438.13203571428573,True,6962.515714285736,1169.5199999999986,Monday,10:30-11:29,False,,,True,Normal Day
2024-03-12 07:01:00-04:00,short,439.26,438.6992857142858,438.6992857142858,True,6142.580685714207,158.13359999999997,Tuesday,15:30-16:00,True,CPI,Within 30 minutes,True,News Day
2024-03-12 08:30:00-04:00,short,439.0,438.2938928571428,438.2938928571428,True,6548.067142857207,158.04,Tuesday,15:30-16:00,True,CPI,Within 30 minutes,True,News Day
2024-03-12 08:32:00-04:00,long,438.62,440.61896428571436,440.61896428571436,True,4961.034285714355,657.93,Tuesday,15:30-16:00,True,CPI,Within 30 minutes,True,News Day
2024-03-12 09:35:00-04:00,short,438.61,436.85642857142864,436.85642857142864,True,7985.671828571363,157.89960000000002,Tuesday,09:30-10:29,True,CPI,Within 2 hours,True,News Day
2024-03-12 09:51:00-04:00,long,437.4,439.75271428571426,439.75271428571426,True,8521.394285714265,1231.3199999999986,Tuesday,09:30-10:29,True,CPI,Within 2 hours,True,News Day
2024-03-12 12:34:00-04:00,short,441.31,440.27332142857136,440.27332142857136,True,4408.935371428636,317.74319999999994,Tuesday,12:30-13:29,True,CPI,Outside 2 hours,True,News Day
2024-03-13 07:10:00-04:00,short,443.89,443.4792857142857,443.4792857142857,True,6360.913885714292,159.8004,Wednesday,15:30-16:00,False,,,True,Normal Day
2024-03-14 09:07:00-04:00,short,441.2299,440.19097142857146,440.19097142857146,True,4491.343043428542,317.685528,Thursday,15:30-16:00,False,,,True,Normal Day
2024-03-15 04:02:00-04:00,long,437.87,438.3378571428571,438.3378571428571,True,2681.0521428571037,656.805,Friday,15:30-16:00,False,,,True,Normal Day
2024-03-15 10:37:00-04:00,long,435.88,437.9031785714286,434.41,False,-90.84599999999796,1137.3839999999993,Friday,10:30-11:29,False,,,False,Normal Day
2024-03-18 11:53:00-04:00,short,438.75,437.7791785714286,438.24,False,-0.18359999999998422,157.95,Monday,11:30-12:29,False,,,False,Normal Day
2024-03-18 14:41:00-04:00,short,438.8887,438.10491428571424,438.10491428571424,True,6737.085782285756,157.99993199999997,Monday,14:30-15:29,False,,,True,Normal Day
2024-03-19 05:06:00-04:00,short,436.86,435.99928571428575,436.83,False,-0.02159999999997808,314.5392,Tuesday,15:30-16:00,False,,,False,Normal Day
2024-03-19 09:50:00-04:00,long,433.99,435.64224999999993,435.24,False,446.84700000000066,650.9849999999999,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-03-19 12:18:00-04:00,long,436.21,437.2297857142857,437.2297857142857,True,6072.007714285699,1157.7779999999987,Tuesday,11:30-12:29,False,,,True,Normal Day
2024-03-19 15:09:00-04:00,short,438.09,437.03264285714283,438.5,False,0.14760000000001128,157.71239999999997,Tuesday,14:30-15:29,False,,,True,Normal Day
2024-03-20 09:31:00-04:00,short,439.95,439.3482142857142,439.3482142857142,True,5493.40371428578,158.382,Wednesday,09:30-10:29,True,FOMC,Within 2 hours,True,News Day
2024-03-20 10:19:00-04:00,long,438.57,439.5038214285714,438.9699,False,0.599849999999833,657.8550000000001,Wednesday,09:30-10:29,True,FOMC,Within 2 hours,True,News Day
2024-03-20 12:08:00-04:00,short,438.7,438.1611428571428,438.9,False,0.07200000000000273,157.932,Wednesday,11:30-12:29,True,FOMC,Outside 2 hours,True,News Day
2024-03-20 13:11:00-04:00,short,438.83,438.2695714285714,438.2695714285714,True,6572.4497714286035,157.9788,Wednesday,12:30-13:29,True,FOMC,Outside 2 hours,True,News Day
2024-03-20 14:34:00-04:00,short,440.01,437.71535714285716,443.99,False,374.3843999999999,158.4036,Wednesday,14:30-15:29,True,FOMC,Outside 2 hours,True,News Day
2024-03-21 12:44:00-04:00,short,448.85,447.98985714285715,447.98985714285715,True,6848.556857142853,161.586,Thursday,12:30-13:29,False,,,True,Normal Day
2024-03-21 17:42:00-04:00,short,446.2199,446.0171857142858,446.52,False,0.21607199999999693,321.278328,Thursday,15:30-16:00,False,,,True,Normal Day
2024-03-22 08:01:00-04:00,short,446.0,444.66414285714285,444.66414285714285,True,5014.7371428571505,321.12,Friday,15:30-16:00,False,,,True,Normal Day
2024-03-22 12:52:00-04:00,long,446.29,446.95675000000006,446.95675000000006,True,5776.028000000055,1180.7220000000011,Friday,12:30-13:29,False,,,True,Normal Day
2024-03-22 13:18:00-04:00,short,446.98,446.31078571428577,446.8581,False,-0.08776799999998275,321.8256,Friday,12:30-13:29,False,,,False,Normal Day
2024-03-22 14:49:00-04:00,short,446.52,445.9054285714285,445.9054285714285,True,3773.0770285714984,321.4944,Friday,14:30-15:29,False,,,True,Normal Day
2024-03-22 15:36:00-04:00,long,446.17,446.85807142857146,446.85807142857146,True,5684.765428571463,1173.306000000001,Friday,15:30-16:00,False,,,True,Normal Day
2024-03-22 15:56:00-04:00,short,446.55,445.57732142857145,446.02,False,-0.3815999999999917,321.51599999999996,Friday,15:30-16:00,False,,,False,Normal Day
2024-03-26 15:12:00-04:00,short,445.55,445.00725,445.00725,True,4671.954000000001,320.796,Tuesday,14:30-15:29,False,,,True,Normal Day
2024-03-27 09:31:00-04:00,short,446.18,445.64,445.64,True,4038.7504000000135,321.24960000000004,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-03-27 09:55:00-04:00,short,444.04,442.50664285714294,442.50664285714294,True,7333.502742857065,159.8544,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-03-27 15:39:00-04:00,long,443.99,445.0489285714286,445.0489285714286,True,4382.943571428576,665.985,Wednesday,15:30-16:00,False,,,True,Normal Day
2024-03-28 08:33:00-04:00,short,444.92,444.1664285714286,444.1664285714286,True,5673.400228571418,160.1712,Thursday,15:30-16:00,False,,,True,Normal Day
2024-03-28 10:06:00-04:00,short,445.18,444.05449999999996,444.72,False,-0.16560000000001196,160.2648,Thursday,09:30-10:29,False,,,False,Normal Day
2024-03-28 12:03:00-04:00,short,444.81,444.2598571428571,444.2598571428571,True,5580.011257142928,160.13159999999996,Thursday,11:30-12:29,False,,,True,Normal Day
2024-03-28 12:27:00-04:00,long,444.3,445.06853571428576,444.01,False,-0.4350000000000591,666.45,Thursday,11:30-12:29,False,,,False,Normal Day
2024-03-28 15:56:00-04:00,short,444.59,443.39103571428564,443.98,False,-0.21959999999995716,160.05239999999998,Thursday,15:30-16:00,False,,,False,Normal Day
2024-04-01 10:01:00-04:00,short,447.19,445.89542857142857,445.89542857142857,True,3782.594628571433,321.9767999999999,Monday,09:30-10:29,False,,,True,Normal Day
2024-04-01 15:51:00-04:00,long,444.55,445.3635357142857,445.3635357142857,True,4290.345714285717,1073.1900000000005,Monday,15:30-16:00,False,,,True,Normal Day
2024-04-02 11:36:00-04:00,long,439.73,440.4580357142857,439.49,False,-14.832000000000335,1075.314000000001,Tuesday,11:30-12:29,False,,,False,Normal Day
2024-04-03 10:02:00-04:00,long,441.34,442.91682142857144,442.91682142857144,True,6742.00942857144,1174.8119999999983,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-04-04 13:02:00-04:00,short,446.54,445.9938928571429,445.9938928571429,True,3684.598342857104,321.50880000000006,Thursday,12:30-13:29,False,,,True,Normal Day
2024-04-04 14:07:00-04:00,short,444.59,443.4922857142857,443.4922857142857,True,6347.661885714315,160.05239999999998,Thursday,13:30-14:29,False,,,True,Normal Day
2024-04-08 10:57:00-04:00,short,442.2399,441.42929285714285,441.42929285714285,True,3252.2944148571455,318.41272799999996,Monday,10:30-11:29,False,,,True,Normal Day
2024-04-09 09:32:00-04:00,short,442.84,442.03514285714283,442.03514285714283,True,7805.43474285717,159.42239999999998,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-04-09 10:28:00-04:00,short,441.02,439.71289285714283,439.71289285714283,True,4969.572742857167,317.53439999999995,Tuesday,09:30-10:29,False,,,True,Normal Day
2024-04-09 15:21:00-04:00,long,439.7,440.73924999999997,440.73924999999997,True,4665.789999999971,1073.4599999999991,Tuesday,14:30-15:29,False,,,True,Normal Day
2024-04-10 05:37:00-04:00,short,442.66,442.2742857142857,442.2742857142857,True,7566.356685714275,159.3576,Wednesday,15:30-16:00,True,CPI,Within 30 minutes,True,News Day
2024-04-10 08:31:00-04:00,short,437.69,434.4257857142857,437.08,False,-0.219600000000014,157.5684,Wednesday,15:30-16:00,True,CPI,Within 30 minutes,False,News Day
2024-04-11 04:59:00-04:00,short,437.81,437.26,437.91,False,0.036000000000001364,157.61159999999998,Thursday,15:30-16:00,False,,,True,Normal Day
2024-04-11 08:31:00-04:00,long,438.82,440.43775,440.43775,True,4779.519999999995,658.23,Thursday,15:30-16:00,False,,,True,Normal Day
2024-04-12 11:35:00-04:00,long,440.72,441.7771428571428,438.48,False,-478.77600000000143,1136.4960000000015,Friday,11:30-12:29,False,,,False,Normal Day
2024-04-16 07:16:00-04:00,short,431.29,430.66785714285714,430.66785714285714,True,4021.614057142855,310.5288,Tuesday,15:30-16:00,False,,,True,Normal Day
2024-04-16 09:14:00-04:00,short,431.37,430.2180714285714,430.2180714285714,True,4471.34217142858,310.58639999999997,Tuesday,15:30-16:00,False,,,True,Normal Day
2024-04-16 10:04:00-04:00,short,431.21,429.46925000000005,431.09,False,-0.08640000000002601,310.4712,Tuesday,09:30-10:29,False,,,False,Normal Day
2024-04-16 11:58:00-04:00,short,431.97,430.78014285714283,430.78014285714283,True,3908.838742857165,311.01840000000004,Tuesday,11:30-12:29,False,,,True,Normal Day
2024-04-16 13:26:00-04:00,short,431.99,430.6157142857143,430.6157142857143,True,4073.252914285681,311.0328,Tuesday,12:30-13:29,False,,,True,Normal Day
2024-04-16 15:34:00-04:00,short,432.0,430.77857142857147,431.27,False,-0.5255999999999972,311.03999999999996,Tuesday,15:30-16:00,False,,,False,Normal Day
2024-04-17 09:31:00-04:00,short,432.462,431.60825000000006,431.60825000000006,True,3080.377359999945,311.37264,Wednesday,09:30-10:29,False,,,True,Normal Day
2024-04-17 14:45:00-04:00,long,429.06,430.99867857142857,426.49,False,-131.80200000000002,643.59,Wednesday,14:30-15:29,False,,,False,Normal Day
2024-04-18 08:46:00-04:00,short,426.3,425.12892857142856,425.12892857142856,True,4564.135428571441,306.936,Thursday,15:30-16:00,False,,,True,Normal Day
2024-04-18 12:08:00-04:00,short,426.57,425.38974999999994,425.38974999999994,True,4303.119600000065,307.13039999999995,Thursday,11:30-12:29,False,,,True,Normal Day
2024-04-19 08:39:00-04:00,short,423.41,422.36375000000004,422.36375000000004,True,7483.822399999962,152.42759999999998,Friday,15:30-16:00,False,,,True,Normal Day
2024-04-22 09:55:00-04:00,short,417.92,415.8646428571429,415.8646428571429,True,8984.905942857118,150.4512,Monday,09:30-10:29,False,,,True,Normal Day
2024-04-22 19:49:00-04:00,long,418.24,418.46857142857135,418.46857142857135,True,2841.2114285713515,627.36,Monday,15:30-16:00,False,,,True,Normal Day
2024-04-23 09:31:00-04:00,short,420.56,419.82178571428574,424.57,False,358.0823999999999,151.4016,Tuesday,09:30-10:29,False,,,True,Normal Day
