day_type,total_trades,total_pnl,avg_pnl,wins,win_rate,win_ci_low,win_ci_high,avg_return_pct,sample_ok
Normal Day,2290,-53591.10029730619,-23.402227204063838,1208,0.5275109170305677,0.5070343394818416,0.5478953504125851,-0.09360890881625535,True
News Day,336,4049.733667113969,12.052778771172527,186,0.5535714285714286,0.5001090291368739,0.6058227195230039,0.04821111508469011,True
