data_file,month,start_date,end_date,total_bars,total_signals,total_trades,winning_trades,losing_trades,win_rate,profit_factor,total_pnl,avg_win,avg_loss,sharpe_ratio,max_drawdown
QQQ_2020_04_1min.csv,2020-04,2020-04-01 04:00:00-04:00,2020-04-30 19:59:00-04:00,17943,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ_2020_12_1min.csv,2020-12,2020-12-01 04:00:00-05:00,2020-12-31 19:59:00-05:00,16421,1,1,0,0,0.0,0.0,-3.275805815960041,0.0,0.0,0.0,0.0
QQQ_2022_04_1min.csv,2022-04,2022-04-01 04:00:00-04:00,2022-04-29 19:59:00-04:00,17526,2,2,0,0,0.0,0.0,-322.9719403155908,0.0,0.0,0.0,90.82168934068713
