timestamp,open,high,low,close,volume
2025-08-18 08:00:00+00:00,448.72,448.72,448.48,448.48,922
2025-08-18 08:01:00+00:00,448.36,448.36,448.3,448.3,387
2025-08-18 08:02:00+00:00,448.37,448.37,448.29,448.29,574
2025-08-18 08:03:00+00:00,448.3,448.3,448.3,448.3,268
2025-08-18 08:06:00+00:00,448.62,448.64,448.62,448.64,210
2025-08-18 08:09:00+00:00,448.94,448.94,448.93,448.93,377
2025-08-18 08:10:00+00:00,449.01,449.01,449.01,449.01,100
2025-08-18 08:21:00+00:00,449.11,449.11,449.11,449.11,418
2025-08-18 08:23:00+00:00,449.03,449.03,449.03,449.03,410
2025-08-18 08:24:00+00:00,449.01,449.01,449.01,449.01,200
2025-08-18 08:25:00+00:00,449.0,449.0,449.0,449.0,300
2025-08-18 08:27:00+00:00,449.06,449.06,449.06,449.06,110
2025-08-18 08:33:00+00:00,449.21,449.24,449.19,449.19,947
2025-08-18 08:34:00+00:00,449.22,449.22,449.22,449.22,413
2025-08-18 08:43:00+00:00,449.41,449.42,449.41,449.42,627
2025-08-18 08:44:00+00:00,449.4,449.4,449.34,449.34,400
2025-08-18 08:48:00+00:00,449.35,449.35,449.35,449.35,257
2025-08-18 08:50:00+00:00,449.38,449.38,449.38,449.38,574
2025-08-18 08:51:00+00:00,449.32,449.32,449.31,449.31,430
2025-08-18 08:53:00+00:00,449.34,449.35,449.34,449.34,1130
2025-08-18 08:55:00+00:00,449.4,449.4,449.37,449.4,1277
2025-08-18 08:56:00+00:00,449.4,449.4,449.39,449.39,490
2025-08-18 08:59:00+00:00,449.31,449.31,449.31,449.31,190
2025-08-18 09:08:00+00:00,449.28,449.28,449.28,449.28,150
2025-08-18 09:09:00+00:00,449.19,449.19,449.19,449.19,185
2025-08-18 09:21:00+00:00,449.02,449.02,449.02,449.02,380
2025-08-18 09:29:00+00:00,448.9,448.9,448.9,448.9,290
2025-08-18 09:55:00+00:00,448.97,448.97,448.97,448.97,100
2025-08-18 10:04:00+00:00,448.85,448.85,448.85,448.85,1500
2025-08-18 10:05:00+00:00,448.88,448.88,448.88,448.88,415
2025-08-18 10:07:00+00:00,448.85,448.85,448.85,448.85,732
2025-08-18 10:08:00+00:00,448.86,448.86,448.86,448.86,260
2025-08-18 10:27:00+00:00,448.91,448.91,448.91,448.91,1540
2025-08-18 10:28:00+00:00,448.89,448.89,448.89,448.89,100
2025-08-18 10:30:00+00:00,448.88,448.88,448.88,448.88,100
2025-08-18 10:31:00+00:00,448.92,448.92,448.92,448.92,200
2025-08-18 10:33:00+00:00,448.95,448.95,448.95,448.95,800
2025-08-18 10:35:00+00:00,449.02,449.02,449.02,449.02,998
2025-08-18 11:08:00+00:00,449.16,449.16,449.16,449.16,100
2025-08-18 11:10:00+00:00,449.09,449.09,449.09,449.09,310
2025-08-18 11:22:00+00:00,449.14,449.14,449.14,449.14,340
2025-08-18 11:24:00+00:00,449.16,449.16,449.16,449.16,120
2025-08-18 12:00:00+00:00,449.15,450.13,448.85,450.13,2481
2025-08-18 12:06:00+00:00,449.22,449.22,449.22,449.22,441
2025-08-18 12:10:00+00:00,449.39,449.39,449.39,449.39,201
2025-08-18 12:13:00+00:00,449.4007,449.4007,449.4007,449.4007,112
2025-08-18 12:28:00+00:00,449.48,449.48,449.48,449.48,125
2025-08-18 12:29:00+00:00,449.48,449.48,449.48,449.48,290
2025-08-18 12:30:00+00:00,449.48,449.48,449.48,449.48,135
2025-08-18 12:32:00+00:00,449.4,449.4,449.4,449.4,101
2025-08-18 12:39:00+00:00,449.41,449.41,449.41,449.41,140
2025-08-18 12:40:00+00:00,449.43,449.43,449.4,449.4,625
2025-08-18 12:41:00+00:00,449.4,449.4,449.4,449.4,210
2025-08-18 12:44:00+00:00,449.52,449.52,449.52,449.52,304
2025-08-18 12:45:00+00:00,449.55,449.55,449.55,449.55,156
2025-08-18 12:47:00+00:00,449.6,449.6,449.6,449.6,206
2025-08-18 12:48:00+00:00,449.5708,449.5708,449.5708,449.5708,100
2025-08-18 12:52:00+00:00,449.59,449.59,449.59,449.59,131
2025-08-18 12:53:00+00:00,449.6,449.6,449.6,449.6,102
2025-08-18 12:56:00+00:00,449.61,449.61,449.61,449.61,200
2025-08-18 13:02:00+00:00,449.67,449.71,449.67,449.71,485
2025-08-18 13:04:00+00:00,449.66,449.66,449.66,449.66,203
2025-08-18 13:09:00+00:00,449.7,449.7,449.7,449.7,106
2025-08-18 13:11:00+00:00,449.62,449.62,449.61,449.61,210
2025-08-18 13:16:00+00:00,449.52,449.52,449.52,449.52,289
2025-08-18 13:17:00+00:00,449.6,449.6,449.6,449.6,110
2025-08-18 13:22:00+00:00,449.48,449.48,449.48,449.48,255
2025-08-18 13:23:00+00:00,449.45,449.45,449.45,449.45,103
2025-08-18 13:24:00+00:00,449.4485,449.4485,449.4485,449.4485,151
2025-08-18 13:25:00+00:00,449.4,449.43,449.4,449.43,297
2025-08-18 13:26:00+00:00,449.54,449.54,449.54,449.54,103
2025-08-18 13:28:00+00:00,449.62,449.63,449.62,449.63,371
2025-08-18 13:29:00+00:00,449.43,449.43,449.43,449.43,116
2025-08-18 13:30:00+00:00,449.35,449.45,448.82,449.23,93260
2025-08-18 13:31:00+00:00,449.27,449.48,449.17,449.26,25005
2025-08-18 13:32:00+00:00,449.25,449.53,449.21,449.44,25536
2025-08-18 13:33:00+00:00,449.4,449.42,449.19,449.22,32416
2025-08-18 13:34:00+00:00,449.13,449.53,449.13,449.39,11347
2025-08-18 13:35:00+00:00,449.39,449.6,449.33,449.53,12324
2025-08-18 13:36:00+00:00,449.59,449.7708,449.59,449.65,22792
2025-08-18 13:37:00+00:00,449.67,449.67,449.555,449.62,8154
2025-08-18 13:38:00+00:00,449.66,449.7,449.25,449.25,16990
2025-08-18 13:39:00+00:00,449.23,449.42,449.21,449.4,14993
2025-08-18 13:40:00+00:00,449.43,449.7,449.41,449.58,10151
2025-08-18 13:41:00+00:00,449.58,449.59,449.33,449.33,20191
2025-08-18 13:42:00+00:00,449.33,449.33,449.08,449.16,14542
2025-08-18 13:43:00+00:00,449.17,449.4,449.15,449.4,22090
2025-08-18 13:44:00+00:00,449.39,449.51,449.39,449.51,10110
2025-08-18 13:45:00+00:00,449.59,449.74,449.56,449.7,11015
2025-08-18 13:46:00+00:00,449.67,449.97,449.67,449.97,20585
2025-08-18 13:47:00+00:00,449.96,449.97,449.78,449.781,14344
2025-08-18 13:48:00+00:00,449.77,449.88,449.7499,449.82,18293
2025-08-18 13:49:00+00:00,449.84,449.97,449.64,449.64,23568
2025-08-18 13:50:00+00:00,449.65,449.8,449.48,449.49,24362
2025-08-18 13:51:00+00:00,449.51,449.56,449.39,449.51,30042
2025-08-18 13:52:00+00:00,449.52,449.58,449.41,449.41,13121
2025-08-18 13:53:00+00:00,449.4,449.49,449.36,449.44,14849
2025-08-18 13:54:00+00:00,449.45,449.5,449.39,449.3999,18344
2025-08-18 13:55:00+00:00,449.4,449.4,449.16,449.16,15614
2025-08-18 13:56:00+00:00,449.11,449.15,448.95,448.95,22000
2025-08-18 13:57:00+00:00,448.94,449.13,448.89,449.05,28079
2025-08-18 13:58:00+00:00,449.03,449.05,448.81,448.81,17182
2025-08-18 13:59:00+00:00,448.81,448.8111,448.689,448.789,15059
2025-08-18 14:00:00+00:00,448.8,448.9,448.72,448.79,12816
2025-08-18 14:01:00+00:00,448.82,448.87,448.71,448.8255,15737
2025-08-18 14:02:00+00:00,448.85,448.85,448.72,448.73,7622
2025-08-18 14:03:00+00:00,448.74,448.79,448.63,448.76,15833
2025-08-18 14:04:00+00:00,448.76,448.86,448.65,448.86,16728
